year,sector_id_six,home_based_status,county_id,total_number_of_jobs
2015,5,0,8014,8183
2015,6,0,8014,20904
2015,1,0,8019,219
2015,2,0,8019,508
2015,3,0,8019,1009
2015,4,0,8019,441
2015,5,0,8019,344
2015,6,0,8019,694
2015,1,0,8031,32505
2015,2,0,8031,8388
2015,3,0,8031,114910
2015,4,0,8031,40261
2015,5,0,8031,47808
2015,6,0,8031,271260
2015,1,0,8035,11380
2015,2,0,8035,2989
2015,3,0,8035,22513
2015,4,0,8035,13156
2015,5,0,8035,22807
2015,6,0,8035,68811
2015,1,0,8039,15
2015,2,0,8039,10
2015,3,0,8039,357
2015,4,0,8039,32
2015,5,0,8039,142
2015,6,0,8039,334
2015,1,0,8047,115
2015,2,0,8047,4074
2015,3,0,8047,263
2015,4,0,8047,129
2015,5,0,8047,2072
2015,6,0,8047,783
2015,1,0,8059,18422
2015,2,0,8059,6302
2015,3,0,8059,52959
2015,4,0,8059,22040
2015,5,0,8059,36098
2015,6,0,8059,119761
2015,1,0,8123,1167
2015,2,0,8123,358
2015,3,0,8123,9605
2015,4,0,8123,1141
2015,5,0,8123,1838
2015,6,0,8123,4641
2016,1,0,8001,17018
2016,2,0,8001,3021
2016,3,0,8001,77359
2016,4,0,8001,17014
2016,5,0,8001,27842
2016,6,0,8001,72757
2016,1,0,8005,24452
2016,2,0,8005,5678
2016,3,0,8005,54494
2016,4,0,8005,25456
2016,5,0,8005,44164
2016,6,0,8005,195656
2016,1,0,8013,17257
2016,2,0,8013,4245
2016,3,0,8013,36727
2016,4,0,8013,16871
2016,5,0,8013,23486
2016,6,0,8013,91954
2016,1,0,8014,2532
2016,2,0,8014,485
2016,3,0,8014,10296
2016,4,0,8014,3652
2016,5,0,8014,8534
2016,6,0,8014,21778
2016,1,0,8019,219
2016,2,0,8019,508
2016,3,0,8019,1006
2016,4,0,8019,398
2016,5,0,8019,344
2016,6,0,8019,695
2016,1,0,8031,33203
2016,2,0,8031,8741
2016,3,0,8031,116011
2016,4,0,8031,40931
2016,5,0,8031,48665
2016,6,0,8031,273885
2016,1,0,8035,11664
2016,2,0,8035,3152
2016,3,0,8035,23130
2016,4,0,8035,13395
2016,5,0,8035,23313
2016,6,0,8035,70910
2016,1,0,8039,15
2016,2,0,8039,10
2016,3,0,8039,365
2016,4,0,8039,39
2016,5,0,8039,147
2016,6,0,8039,365
2016,1,0,8047,115
2016,2,0,8047,4322
2016,3,0,8047,259
2016,4,0,8047,129
2016,5,0,8047,2072
2016,6,0,8047,780
2016,1,0,8059,18422
2016,2,0,8059,6294
2016,3,0,8059,53042
2016,4,0,8059,22097
2016,5,0,8059,36029
2016,6,0,8059,120670
2016,1,0,8123,1183
2016,2,0,8123,425
2016,3,0,8123,9845
2016,4,0,8123,1160
2016,5,0,8123,1864
2016,6,0,8123,4778
2017,1,0,8001,17512
2017,2,0,8001,3103
2017,3,0,8001,78947
2017,4,0,8001,17441
2017,5,0,8001,28493
2017,6,0,8001,74901
2017,1,0,8005,25007
2017,2,0,8005,5747
2017,3,0,8005,55167
2017,4,0,8005,25759
2017,5,0,8005,44814
2017,6,0,8005,197699
2017,1,0,8013,17322
2017,2,0,8013,4245
2017,3,0,8013,37152
2017,4,0,8013,17101
2017,5,0,8013,23837
2017,6,0,8013,93215
2017,1,0,8014,2631
2017,2,0,8014,510
2017,3,0,8014,10628
2017,4,0,8014,3782
2017,5,0,8014,8868
2017,6,0,8014,22542
2017,1,0,8019,219
2017,2,0,8019,508
2017,3,0,8019,1006
2017,4,0,8019,398
2017,5,0,8019,344
2017,6,0,8019,695
2017,1,0,8031,33556
2017,2,0,8031,8869
2017,3,0,8031,117062
2017,4,0,8031,41352
2017,5,0,8031,49068
2017,6,0,8031,277084
2017,1,0,8035,11961
2017,2,0,8035,3252
2017,3,0,8035,23980
2017,4,0,8035,13713
2017,5,0,8035,23836
2017,6,0,8035,72736
2017,1,0,8039,15
2017,2,0,8039,10
2017,3,0,8039,372
2017,4,0,8039,45
2017,5,0,8039,151
2017,6,0,8039,405
2017,1,0,8047,113
2017,2,0,8047,4322
2017,3,0,8047,259
2017,4,0,8047,129
2017,5,0,8047,2070
2017,6,0,8047,780
2017,1,0,8059,18242
2017,2,0,8059,6290
2017,3,0,8059,53436
2017,4,0,8059,22315
2017,5,0,8059,36200
2017,6,0,8059,121362
2017,1,0,8123,1209
2017,2,0,8123,433
2017,3,0,8123,10044
2017,4,0,8123,1173
2017,5,0,8123,1917
2017,6,0,8123,4893
2018,1,0,8001,17983
2018,2,0,8001,3164
2018,3,0,8001,80703
2018,4,0,8001,17972
2018,5,0,8001,29182
2018,6,0,8001,77113
2018,1,0,8005,25057
2018,2,0,8005,5847
2018,3,0,8005,55638
2018,4,0,8005,25958
2018,5,0,8005,45632
2018,6,0,8005,199863
2018,1,0,8013,17352
2018,2,0,8013,4240
2018,3,0,8013,37552
2018,4,0,8013,17249
2018,5,0,8013,24210
2018,6,0,8013,94127
2018,1,0,8014,2734
2018,2,0,8014,530
2018,3,0,8014,11044
2018,4,0,8014,3935
2018,5,0,8014,9202
2018,6,0,8014,23458
2018,1,0,8019,219
2018,2,0,8019,508
2018,3,0,8019,1002
2018,4,0,8019,398
2018,5,0,8019,339
2018,6,0,8019,686
2018,1,0,8031,34023
2018,2,0,8031,8939
2018,3,0,8031,118449
2018,4,0,8031,41601
2018,5,0,8031,49587
2018,6,0,8031,280925
2018,1,0,8035,12427
2018,2,0,8035,3308
2018,3,0,8035,24718
2018,4,0,8035,14189
2018,5,0,8035,24251
2018,6,0,8035,74835
2018,1,0,8039,15
2018,2,0,8039,10
2018,3,0,8039,376
2018,4,0,8039,45
2018,5,0,8039,165
2018,6,0,8039,433
2018,1,0,8047,113
2018,2,0,8047,4322
2018,3,0,8047,256
2018,4,0,8047,122
2018,5,0,8047,2070
2018,6,0,8047,779
2018,1,0,8059,18493
2018,2,0,8059,6504
2018,3,0,8059,53676
2018,4,0,8059,22590
2018,5,0,8059,36130
2018,6,0,8059,121821
2018,1,0,8123,1248
2018,2,0,8123,432
2018,3,0,8123,10253
2018,4,0,8123,1200
2018,5,0,8123,1959
2018,6,0,8123,5014
2019,1,0,8001,18391
2019,2,0,8001,3250
2019,3,0,8001,82410
2019,4,0,8001,18577
2019,5,0,8001,29840
2019,6,0,8001,79429
2019,1,0,8005,25413
2019,2,0,8005,5979
2019,3,0,8005,56508
2019,4,0,8005,26424
2019,5,0,8005,46273
2019,6,0,8005,201592
2019,1,0,8013,17529
2019,2,0,8013,4349
2019,3,0,8013,37900
2019,4,0,8013,17333
2019,5,0,8013,24650
2019,6,0,8013,94895
2019,1,0,8014,2834
2019,2,0,8014,555
2019,3,0,8014,11461
2019,4,0,8014,4086
2019,5,0,8014,9531
2019,6,0,8014,24352
2019,1,0,8019,219
2019,2,0,8019,508
2019,3,0,8019,1002
2019,4,0,8019,398
2019,5,0,8019,339
2019,6,0,8019,686
2019,1,0,8031,34219
2019,2,0,8031,9224
2019,3,0,8031,119381
2019,4,0,8031,42026
2019,5,0,8031,49733
2019,6,0,8031,284975
2019,1,0,8035,12737
2019,2,0,8035,3444
2019,3,0,8035,25483
2019,4,0,8035,14318
2019,5,0,8035,24909
2019,6,0,8035,77003
2019,1,0,8039,15
2019,2,0,8039,11
2019,3,0,8039,410
2019,4,0,8039,45
2019,5,0,8039,163
2019,6,0,8039,461
2019,1,0,8047,113
2019,2,0,8047,4322
2019,3,0,8047,256
2019,4,0,8047,122
2019,5,0,8047,2070
2019,6,0,8047,776
2019,1,0,8059,18842
2019,2,0,8059,6423
2019,3,0,8059,53940
2019,4,0,8059,22748
2019,5,0,8059,36315
2019,6,0,8059,122173
2019,1,0,8123,1277
2019,2,0,8123,441
2019,3,0,8123,10461
2019,4,0,8123,1224
2019,5,0,8123,2015
2019,6,0,8123,5133
2020,1,0,8001,18803
2020,2,0,8001,3308
2020,3,0,8001,83980
2020,4,0,8001,18981
2020,5,0,8001,30441
2020,6,0,8001,81388
2020,1,0,8005,25736
2020,2,0,8005,6220
2020,3,0,8005,57216
2020,4,0,8005,26680
2020,5,0,8005,46879
2020,6,0,8005,203312
2020,1,0,8013,17637
2020,2,0,8013,4335
2020,3,0,8013,38097
2020,4,0,8013,17447
2020,5,0,8013,24716
2020,6,0,8013,96064
2020,1,0,8014,2939
2020,2,0,8014,555
2020,3,0,8014,11891
2020,4,0,8014,4231
2020,5,0,8014,9851
2020,6,0,8014,25263
2020,1,0,8019,219
2020,2,0,8019,508
2020,3,0,8019,1002
2020,4,0,8019,398
2020,5,0,8019,333
2020,6,0,8019,686
2020,1,0,8031,34716
2020,2,0,8031,9459
2020,3,0,8031,121053
2020,4,0,8031,42687
2020,5,0,8031,50229
2020,6,0,8031,288356
2020,1,0,8035,13042
2020,2,0,8035,3444
2020,3,0,8035,26164
2020,4,0,8035,14667
2020,5,0,8035,25482
2020,6,0,8035,79089
2020,1,0,8039,15
2020,2,0,8039,11
2020,3,0,8039,421
2020,4,0,8039,45
2020,5,0,8039,163
2020,6,0,8039,479
2020,1,0,8047,113
2020,2,0,8047,4322
2020,3,0,8047,256
2020,4,0,8047,122
2020,5,0,8047,2070
2020,6,0,8047,776
2020,1,0,8059,18865
2020,2,0,8059,6413
2020,3,0,8059,53986
2020,4,0,8059,22849
2020,5,0,8059,36812
2020,6,0,8059,123064
2020,1,0,8123,1303
2020,2,0,8123,441
2020,3,0,8123,10684
2020,4,0,8123,1239
2020,5,0,8123,2064
2020,6,0,8123,5245
2021,1,0,8001,19901
2021,2,0,8001,3429
2021,3,0,8001,85497
2021,4,0,8001,19348
2021,5,0,8001,31012
2021,6,0,8001,83228
2021,1,0,8005,25820
2021,2,0,8005,6271
2021,3,0,8005,57590
2021,4,0,8005,26914
2021,5,0,8005,46958
2021,6,0,8005,204842
2021,1,0,8013,17637
2021,2,0,8013,4340
2021,3,0,8013,38259
2021,4,0,8013,17718
2021,5,0,8013,24723
2021,6,0,8013,96546
2021,1,0,8014,2939
2021,2,0,8014,573
2021,3,0,8014,12253
2021,4,0,8014,4352
2021,5,0,8014,10064
2021,6,0,8014,25931
2021,1,0,8019,219
2021,2,0,8019,505
2021,3,0,8019,1002
2021,4,0,8019,398
2021,5,0,8019,318
2021,6,0,8019,670
2021,1,0,8031,34763
2021,2,0,8031,9594
2021,3,0,8031,121948
2021,4,0,8031,42877
2021,5,0,8031,51000
2021,6,0,8031,291534
2021,1,0,8035,13248
2021,2,0,8035,3492
2021,3,0,8035,26639
2021,4,0,8035,14962
2021,5,0,8035,26049
2021,6,0,8035,80825
2021,1,0,8039,15
2021,2,0,8039,11
2021,3,0,8039,426
2021,4,0,8039,45
2021,5,0,8039,175
2021,6,0,8039,503
2021,1,0,8047,113
2021,2,0,8047,4322
2021,3,0,8047,256
2021,4,0,8047,122
2021,5,0,8047,2070
2021,6,0,8047,776
2021,1,0,8059,18852
2021,2,0,8059,6492
2021,3,0,8059,54495
2021,4,0,8059,22959
2021,5,0,8059,37029
2021,6,0,8059,123563
2021,1,0,8123,1313
2021,2,0,8123,441
2021,3,0,8123,10836
2021,4,0,8123,1256
2021,5,0,8123,2105
2021,6,0,8123,5345
2022,1,0,8001,21039
2022,2,0,8001,3570
2022,3,0,8001,86936
2022,4,0,8001,19774
2022,5,0,8001,31526
2022,6,0,8001,84788
2022,1,0,8005,25961
2022,2,0,8005,6266
2022,3,0,8005,57544
2022,4,0,8005,27095
2022,5,0,8005,47356
2022,6,0,8005,206410
2022,1,0,8013,17642
2022,2,0,8013,4344
2022,3,0,8013,38730
2022,4,0,8013,17992
2022,5,0,8013,24677
2022,6,0,8013,97090
2022,1,0,8014,2939
2022,2,0,8014,593
2022,3,0,8014,12605
2022,4,0,8014,4468
2022,5,0,8014,10338
2022,6,0,8014,26666
2022,1,0,8019,219
2022,2,0,8019,505
2022,3,0,8019,1001
2022,4,0,8019,398
2022,5,0,8019,318
2022,6,0,8019,670
2022,1,0,8031,34859
2022,2,0,8031,9618
2022,3,0,8031,122917
2022,4,0,8031,43048
2022,5,0,8031,51838
2022,6,0,8031,294799
2022,1,0,8035,13442
2022,2,0,8035,3571
2022,3,0,8035,27081
2022,4,0,8035,15260
2022,5,0,8035,26535
2022,6,0,8035,82679
2022,1,0,8039,15
2022,2,0,8039,11
2022,3,0,8039,430
2022,4,0,8039,54
2022,5,0,8039,165
2022,6,0,8039,537
2022,1,0,8047,113
2022,2,0,8047,4322
2022,3,0,8047,252
2022,4,0,8047,122
2022,5,0,8047,2070
2022,6,0,8047,771
2022,1,0,8059,18805
2022,2,0,8059,6633
2022,3,0,8059,55235
2022,4,0,8059,23133
2022,5,0,8059,37081
2022,6,0,8059,123859
2022,1,0,8123,1313
2022,2,0,8123,440
2022,3,0,8123,10923
2022,4,0,8123,1287
2022,5,0,8123,2154
2022,6,0,8123,5427
2023,1,0,8001,21446
2023,2,0,8001,3682
2023,3,0,8001,88479
2023,4,0,8001,20210
2023,5,0,8001,32048
2023,6,0,8001,86451
2023,1,0,8005,26313
2023,2,0,8005,6361
2023,3,0,8005,57222
2023,4,0,8005,27282
2023,5,0,8005,47933
2023,6,0,8005,208079
2023,1,0,8013,17615
2023,2,0,8013,4452
2023,3,0,8013,38946
2023,4,0,8013,18137
2023,5,0,8013,24729
2023,6,0,8013,97581
2023,1,0,8014,3017
2023,2,0,8014,613
2023,3,0,8014,12893
2023,4,0,8014,4590
2023,5,0,8014,10610
2023,6,0,8014,27473
2023,1,0,8019,219
2023,2,0,8019,505
2023,3,0,8019,1000
2023,4,0,8019,398
2023,5,0,8019,318
2023,6,0,8019,670
2023,1,0,8031,34780
2023,2,0,8031,9714
2023,3,0,8031,124408
2023,4,0,8031,43448
2023,5,0,8031,52008
2023,6,0,8031,298061
2023,1,0,8035,13687
2023,2,0,8035,3648
2023,3,0,8035,27778
2023,4,0,8035,15468
2023,5,0,8035,27169
2023,6,0,8035,84081
2023,1,0,8039,15
2023,2,0,8039,11
2023,3,0,8039,432
2023,4,0,8039,54
2023,5,0,8039,165
2023,6,0,8039,560
2023,1,0,8047,113
2023,2,0,8047,4322
2023,3,0,8047,252
2023,4,0,8047,122
2023,5,0,8047,2070
2023,6,0,8047,768
2023,1,0,8059,18802
2023,2,0,8059,6571
2023,3,0,8059,55549
2023,4,0,8059,23216
2023,5,0,8059,37338
2023,6,0,8059,124332
2023,1,0,8123,1313
2023,2,0,8123,445
2023,3,0,8123,11130
2023,4,0,8123,1316
2023,5,0,8123,2179
2023,6,0,8123,5543
2024,1,0,8001,21769
2024,2,0,8001,3787
2024,3,0,8001,90007
2024,4,0,8001,20573
2024,5,0,8001,32601
2024,6,0,8001,88270
2024,1,0,8005,26536
2024,2,0,8005,6465
2024,3,0,8005,57650
2024,4,0,8005,27566
2024,5,0,8005,48352
2024,6,0,8005,209493
2024,1,0,8013,17748
2024,2,0,8013,4467
2024,3,0,8013,39171
2024,4,0,8013,18272
2024,5,0,8013,24857
2024,6,0,8013,98181
2024,1,0,8014,3088
2024,2,0,8014,634
2024,3,0,8014,13234
2024,4,0,8014,4695
2024,5,0,8014,10853
2024,6,0,8014,28234
2024,1,0,8019,219
2024,2,0,8019,505
2024,3,0,8019,997
2024,4,0,8019,398
2024,5,0,8019,318
2024,6,0,8019,656
2024,1,0,8031,34883
2024,2,0,8031,9783
2024,3,0,8031,125322
2024,4,0,8031,43864
2024,5,0,8031,52555
2024,6,0,8031,299420
2024,1,0,8035,13960
2024,2,0,8035,3726
2024,3,0,8035,28247
2024,4,0,8035,15716
2024,5,0,8035,27702
2024,6,0,8035,86021
2024,1,0,8039,15
2024,2,0,8039,11
2024,3,0,8039,446
2024,4,0,8039,44
2024,5,0,8039,182
2024,6,0,8039,588
2024,1,0,8047,113
2024,2,0,8047,4322
2024,3,0,8047,252
2024,4,0,8047,122
2024,5,0,8047,2070
2024,6,0,8047,768
2024,1,0,8059,18930
2024,2,0,8059,6597
2024,3,0,8059,55875
2024,4,0,8059,23314
2024,5,0,8059,37381
2024,6,0,8059,126259
2024,1,0,8123,1331
2024,2,0,8123,452
2024,3,0,8123,11299
2024,4,0,8123,1336
2024,5,0,8123,2203
2024,6,0,8123,5614
2025,1,0,8001,22805
2025,2,0,8001,3845
2025,3,0,8001,91391
2025,4,0,8001,21048
2025,5,0,8001,33129
2025,6,0,8001,89927
2025,1,0,8005,26906
2025,2,0,8005,6484
2025,3,0,8005,57861
2025,4,0,8005,27942
2025,5,0,8005,48451
2025,6,0,8005,211314
2025,1,0,8013,17806
2025,2,0,8013,4528
2025,3,0,8013,39560
2025,4,0,8013,18253
2025,5,0,8013,24949
2025,6,0,8013,98568
2025,1,0,8014,3170
2025,2,0,8014,655
2025,3,0,8014,13574
2025,4,0,8014,4761
2025,5,0,8014,11136
2025,6,0,8014,28945
2025,1,0,8019,219
2025,2,0,8019,505
2025,3,0,8019,997
2025,4,0,8019,398
2025,5,0,8019,315
2025,6,0,8019,656
2025,1,0,8031,34831
2025,2,0,8031,9852
2025,3,0,8031,126584
2025,4,0,8031,44210
2025,5,0,8031,53482
2025,6,0,8031,302689
2025,1,0,8035,14397
2025,2,0,8035,3814
2025,3,0,8035,28733
2025,4,0,8035,16016
2025,5,0,8035,28284
2025,6,0,8035,87741
2025,1,0,8039,15
2025,2,0,8039,11
2025,3,0,8039,451
2025,4,0,8039,44
2025,5,0,8039,183
2025,6,0,8039,592
2025,1,0,8047,113
2025,2,0,8047,4322
2025,3,0,8047,252
2025,4,0,8047,122
2025,5,0,8047,2068
2025,6,0,8047,768
2025,1,0,8059,19138
2025,2,0,8059,6649
2025,3,0,8059,56091
2025,4,0,8059,23385
2025,5,0,8059,37328
2025,6,0,8059,126485
2025,1,0,8123,1330
2025,2,0,8123,460
2025,3,0,8123,11464
2025,4,0,8123,1356
2025,5,0,8123,2255
2025,6,0,8123,5722
2026,1,0,8001,23047
2026,2,0,8001,3958
2026,3,0,8001,92884
2026,4,0,8001,21324
2026,5,0,8001,33645
2026,6,0,8001,91385
2026,1,0,8005,27198
2026,2,0,8005,6480
2026,3,0,8005,58339
2026,4,0,8005,28187
2026,5,0,8005,48744
2026,6,0,8005,214190
2026,1,0,8013,17840
2026,2,0,8013,4528
2026,3,0,8013,39730
2026,4,0,8013,18372
2026,5,0,8013,25051
2026,6,0,8013,100153
2026,1,0,8014,3250
2026,2,0,8014,655
2026,3,0,8014,13884
2026,4,0,8014,4833
2026,5,0,8014,11186
2026,6,0,8014,29567
2026,1,0,8019,219
2026,2,0,8019,505
2026,3,0,8019,985
2026,4,0,8019,398
2026,5,0,8019,315
2026,6,0,8019,656
2026,1,0,8031,35099
2026,2,0,8031,10032
2026,3,0,8031,127523
2026,4,0,8031,44600
2026,5,0,8031,54344
2026,6,0,8031,303864
2026,1,0,8035,14625
2026,2,0,8035,3823
2026,3,0,8035,29259
2026,4,0,8035,16340
2026,5,0,8035,28695
2026,6,0,8035,89269
2026,1,0,8039,21
2026,2,0,8039,11
2026,3,0,8039,468
2026,4,0,8039,44
2026,5,0,8039,183
2026,6,0,8039,611
2026,1,0,8047,113
2026,2,0,8047,4322
2026,3,0,8047,252
2026,4,0,8047,122
2026,5,0,8047,2068
2026,6,0,8047,765
2026,1,0,8059,19238
2026,2,0,8059,6574
2026,3,0,8059,56159
2026,4,0,8059,23538
2026,5,0,8059,37415
2026,6,0,8059,126759
2026,1,0,8123,1330
2026,2,0,8123,457
2026,3,0,8123,11525
2026,4,0,8123,1374
2026,5,0,8123,2283
2026,6,0,8123,5806
2027,1,0,8001,23389
2027,2,0,8001,3980
2027,3,0,8001,94364
2027,4,0,8001,21761
2027,5,0,8001,33991
2027,6,0,8001,93371
2027,1,0,8005,27571
2027,2,0,8005,6488
2027,3,0,8005,58662
2027,4,0,8005,28524
2027,5,0,8005,49362
2027,6,0,8005,215407
2027,1,0,8013,17874
2027,2,0,8013,4740
2027,3,0,8013,39771
2027,4,0,8013,18483
2027,5,0,8013,25398
2027,6,0,8013,101975
2027,1,0,8014,3337
2027,2,0,8014,676
2027,3,0,8014,14235
2027,4,0,8014,4952
2027,5,0,8014,11446
2027,6,0,8014,30250
2027,1,0,8019,219
2027,2,0,8019,505
2027,3,0,8019,985
2027,4,0,8019,398
2027,5,0,8019,315
2027,6,0,8019,656
2027,1,0,8031,35341
2027,2,0,8031,10106
2027,3,0,8031,129176
2027,4,0,8031,44819
2027,5,0,8031,54592
2027,6,0,8031,304786
2027,1,0,8035,14871
2027,2,0,8035,3904
2027,3,0,8035,29801
2027,4,0,8035,16598
2027,5,0,8035,29351
2027,6,0,8035,90966
2027,1,0,8039,27
2027,2,0,8039,11
2027,3,0,8039,478
2027,4,0,8039,55
2027,5,0,8039,195
2027,6,0,8039,621
2027,1,0,8047,113
2027,2,0,8047,4322
2027,3,0,8047,252
2027,4,0,8047,122
2027,5,0,8047,2068
2027,6,0,8047,765
2027,1,0,8059,19475
2027,2,0,8059,6779
2027,3,0,8059,56169
2027,4,0,8059,23616
2027,5,0,8059,37427
2027,6,0,8059,127953
2027,1,0,8123,1353
2027,2,0,8123,464
2027,3,0,8123,11670
2027,4,0,8123,1392
2027,5,0,8123,2315
2027,6,0,8123,5899
2028,1,0,8001,23697
2028,2,0,8001,4042
2028,3,0,8001,95917
2028,4,0,8001,22090
2028,5,0,8001,34611
2028,6,0,8001,95112
2028,1,0,8005,27756
2028,2,0,8005,6566
2028,3,0,8005,59183
2028,4,0,8005,28650
2028,5,0,8005,49807
2028,6,0,8005,216546
2028,1,0,8013,17909
2028,2,0,8013,4726
2028,3,0,8013,40064
2028,4,0,8013,18613
2028,5,0,8013,25493
2028,6,0,8013,103580
2028,1,0,8014,3418
2028,2,0,8014,695
2028,3,0,8014,14537
2028,4,0,8014,5083
2028,5,0,8014,11607
2028,6,0,8014,30837
2028,1,0,8019,219
2028,2,0,8019,505
2028,3,0,8019,985
2028,4,0,8019,395
2028,5,0,8019,315
2028,6,0,8019,649
2028,1,0,8031,35745
2028,2,0,8031,10359
2028,3,0,8031,129996
2028,4,0,8031,45227
2028,5,0,8031,55212
2028,6,0,8031,306107
2028,1,0,8035,15149
2028,2,0,8035,3940
2028,3,0,8035,30294
2028,4,0,8035,16916
2028,5,0,8035,29847
2028,6,0,8035,92387
2028,1,0,8039,27
2028,2,0,8039,11
2028,3,0,8039,491
2028,4,0,8039,67
2028,5,0,8039,195
2028,6,0,8039,647
2028,1,0,8047,113
2028,2,0,8047,4322
2028,3,0,8047,252
2028,4,0,8047,122
2028,5,0,8047,2068
2028,6,0,8047,767
2028,1,0,8059,19532
2028,2,0,8059,6686
2028,3,0,8059,56261
2028,4,0,8059,23732
2028,5,0,8059,37415
2028,6,0,8059,129003
2028,1,0,8123,1361
2028,2,0,8123,464
2028,3,0,8123,11837
2028,4,0,8123,1409
2028,5,0,8123,2326
2028,6,0,8123,5948
2029,1,0,8001,24076
2029,2,0,8001,4093
2029,3,0,8001,97285
2029,4,0,8001,22528
2029,5,0,8001,35197
2029,6,0,8001,96609
2029,1,0,8005,27997
2029,2,0,8005,6644
2029,3,0,8005,59349
2029,4,0,8005,28957
2029,5,0,8005,49942
2029,6,0,8005,219952
2029,1,0,8013,17998
2029,2,0,8013,4726
2029,3,0,8013,40182
2029,4,0,8013,18751
2029,5,0,8013,25759
2029,6,0,8013,105300
2029,1,0,8014,3502
2029,2,0,8014,714
2029,3,0,8014,14872
2029,4,0,8014,5185
2029,5,0,8014,11884
2029,6,0,8014,31515
2029,1,0,8019,219
2029,2,0,8019,505
2029,3,0,8019,975
2029,4,0,8019,395
2029,5,0,8019,315
2029,6,0,8019,649
2029,1,0,8031,35990
2029,2,0,8031,10538
2029,3,0,8031,130943
2029,4,0,8031,45551
2029,5,0,8031,55501
2029,6,0,8031,307661
2029,1,0,8035,15411
2029,2,0,8035,3959
2029,3,0,8035,30968
2029,4,0,8035,17202
2029,5,0,8035,30253
2029,6,0,8035,93743
2029,1,0,8039,29
2029,2,0,8039,11
2029,3,0,8039,497
2029,4,0,8039,71
2029,5,0,8039,200
2029,6,0,8039,669
2029,1,0,8047,113
2029,2,0,8047,4322
2029,3,0,8047,251
2029,4,0,8047,122
2029,5,0,8047,2068
2029,6,0,8047,762
2029,1,0,8059,19609
2029,2,0,8059,6679
2029,3,0,8059,56871
2029,4,0,8059,23712
2029,5,0,8059,37815
2029,6,0,8059,128998
2029,1,0,8123,1361
2029,2,0,8123,474
2029,3,0,8123,11998
2029,4,0,8123,1417
2029,5,0,8123,2348
2029,6,0,8123,6033
2030,1,0,8001,24464
2030,2,0,8001,4272
2030,3,0,8001,98543
2030,4,0,8001,22803
2030,5,0,8001,35750
2030,6,0,8001,98474
2030,1,0,8005,28271
2030,2,0,8005,6823
2030,3,0,8005,59804
2030,4,0,8005,29035
2030,5,0,8005,50385
2030,6,0,8005,220970
2030,1,0,8013,18046
2030,2,0,8013,4724
2030,3,0,8013,40267
2030,4,0,8013,18993
2030,5,0,8013,25872
2030,6,0,8013,105695
2030,1,0,8014,3585
2030,2,0,8014,729
2030,3,0,8014,15137
2030,4,0,8014,5288
2030,5,0,8014,12110
2030,6,0,8014,32102
2030,1,0,8019,219
2030,2,0,8019,505
2030,3,0,8019,975
2030,4,0,8019,395
2030,5,0,8019,310
2030,6,0,8019,649
2030,1,0,8031,36295
2030,2,0,8031,10633
2030,3,0,8031,132232
2030,4,0,8031,45923
2030,5,0,8031,56055
2030,6,0,8031,309791
2030,1,0,8035,15510
2030,2,0,8035,4060
2030,3,0,8035,31582
2030,4,0,8035,17503
2030,5,0,8035,30825
2030,6,0,8035,95383
2030,1,0,8039,29
2030,2,0,8039,11
2030,3,0,8039,511
2030,4,0,8039,72
2030,5,0,8039,210
2030,6,0,8039,703
2030,1,0,8047,113
2030,2,0,8047,4322
2030,3,0,8047,251
2030,4,0,8047,122
2030,5,0,8047,2068
2030,6,0,8047,762
2030,1,0,8059,19903
2030,2,0,8059,6699
2030,3,0,8059,57020
2030,4,0,8059,23909
2030,5,0,8059,37819
2030,6,0,8059,130689
2030,1,0,8123,1395
2030,2,0,8123,479
2030,3,0,8123,12179
2030,4,0,8123,1439
2030,5,0,8123,2369
2030,6,0,8123,6128
2031,1,0,8001,24822
2031,2,0,8001,4326
2031,3,0,8001,100355
2031,4,0,8001,23150
2031,5,0,8001,36369
2031,6,0,8001,100571
2031,1,0,8005,28395
2031,2,0,8005,6818
2031,3,0,8005,60261
2031,4,0,8005,29245
2031,5,0,8005,50436
2031,6,0,8005,222804
2031,1,0,8013,18110
2031,2,0,8013,4713
2031,3,0,8013,40346
2031,4,0,8013,19044
2031,5,0,8013,26169
2031,6,0,8013,106393
2031,1,0,8014,3676
2031,2,0,8014,751
2031,3,0,8014,15488
2031,4,0,8014,5369
2031,5,0,8014,12408
2031,6,0,8014,32839
2031,1,0,8019,219
2031,2,0,8019,505
2031,3,0,8019,973
2031,4,0,8019,395
2031,5,0,8019,300
2031,6,0,8019,646
2031,1,0,8031,36673
2031,2,0,8031,10705
2031,3,0,8031,132926
2031,4,0,8031,46430
2031,5,0,8031,56706
2031,6,0,8031,312657
2031,1,0,8035,15728
2031,2,0,8035,4156
2031,3,0,8035,32265
2031,4,0,8035,17820
2031,5,0,8035,31372
2031,6,0,8035,96833
2031,1,0,8039,29
2031,2,0,8039,11
2031,3,0,8039,527
2031,4,0,8039,72
2031,5,0,8039,219
2031,6,0,8039,735
2031,1,0,8047,113
2031,2,0,8047,4322
2031,3,0,8047,249
2031,4,0,8047,116
2031,5,0,8047,2067
2031,6,0,8047,761
2031,1,0,8059,20150
2031,2,0,8059,6760
2031,3,0,8059,57391
2031,4,0,8059,24106
2031,5,0,8059,37934
2031,6,0,8059,131452
2031,1,0,8123,1414
2031,2,0,8123,483
2031,3,0,8123,12363
